Device,Company,Reviews,Result
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I am enjoying my new phone. I still have a lot to learn about it. Just bought a new cover for it.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,they come in ok condition ! but for the price you can complain !! its actually better than good but not very good cosmetic !! always buy from amazon and not 3rd party sellers !,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I would have given it a higher rating, but I had to get a SIM card Holder installed on the Phone. Other than that the phone seems to be working fine. Phone is in very good condition and was well packaged.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I bought this phone used through the Amazon Warehouse Deals. I wasn't expecting much, but I figured that if anything was wrong, I could simply return it.The box arrived in a few days, and I'm not exaggerating when I say that this phone was just like new. It came in its original packaging, with all of the accessories and manuals, and there were no visible scratches. The only thing that let me know that the phone was used was that the port where the charger goes and the speakers had gotten a little dusty. So, in short, the phone arrived in like-new condition.As for the phone itself, it's worked fine for me so far. I've been using it for about two weeks now, and I haven't encountered any problems. The only complaints I have are about AT&T and their service, not the phone itself. It bears repeating that if you get this phone, it's not unlocked and you're stuck with AT&T. If you can make peace with that, and one is on offer from Warehouse Deals, I highly recommend getting this phone!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I was real nervous about buying an iPhone that was refurbished on-line but I am glad I only paid $100 for this 3G it was a great buy.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The phone is in great condition. no scratches , no acting funny , just the cord charger that came with the phone wont charge it. The box works just not the cord. I'm not happy with the charger not working but overall its been good !",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I bought that phone it looks real good. I went to a thrift store and found a case to carry it in. It was brand new too. The battery doesn't hold a charge for very long. How long are they suppose to hold a charge? I have not used it yet nor have I went to see if it was unlocked or not. So I am wondering if the battery is good or has to be replaced. This is my first smart phone so I am ""DUH"" on the usage. Oh on the PayPal issue I have been waiting almost a year to get money back from them and that money came from my bank account. I did not use PayPal for payment. So GOOD LUCK. I love Amazon they ROCK!!!!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,the iphone 3gs is okay. the battery does not last long. i have to constancely keep it charged. i did receive the phone in a timely manner and the condition was good.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I bought this iPhone to replace my old HTC Inspire but all i wound up with was an iPhone that shuts off randomly during use such as my phone calls, or texting so if you want to buy this phone I would reconsider if I were you.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,thank you,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"This is a great starter phone ,It came within a week and was in excellent condition My brother will have a blast with it",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I'm happy with the purchase came one month here in Brazil however, I did not realized that the device is locked, so I can not insert my sim card here in Brazil, but I'll try to unlock, and if anyone knows how to unlock for use in Brazil by please help me thank you",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Only after one month the IPhone would no longer charge properly. I have to reset the phone every time I need to charge it. And the charge cord lasted half as long before it fell apart. Over all I love the phone and it was like new when it came in. Highly satisfied.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Label on the box included the correct description, Iphone 3gs 16 gb black, however the phone included was a 3g 8gb black in good conditions.Price was good an item was in good condition, included usb cable, wall charger and earphones.Phone was not unlocked.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I am happy with this purchase. It was delivered on time. Though it was a used phone, it looked like brand new, wrapped in a plastic, screen in mint condition and hardly any scratches on the back cover. Included were a new wall charger, new usb cable and new headphone. It is functionally perfect, good network, holds battery for just over a day. Overall, a nice buy for the price.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"My phones category was ,,unlocked phones"", but when I received it was locked and it had the second problem too: when I tried to charge phone, on the screen displayed: ,,charging is not supported with this accessory"". With my friends original cable it charged fine. I repaired my phone at the apple dealer and paid $30. Amazon has refund my money and I am very satisfied of its service.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Awesome phone. It was neat and doesnt look like used. Easy to acivate and use. Never had issues with it till date. Highly recommended.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"i wish i had done this 2 yr back ,brand new phone ,stoned noke e5 ,samsung galaxy ( worse phone ) android sucks .every money tight should buy this phone .sound quality is not good as nokia and certain features are missing as comparison to new 4s siri dont works on it ,screen touch is little slow to fluid flow ,so buy a otter box case from amazon its dirt cheap too .so finally very glad i have finally what i wanted .loving it and it will go a long way with me until new iphone 5 came out .",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The product was exactly what I expected. Very Pleased. The phone came with all the original packaging and ""how to"" manual",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"we had a lot of problems with this iphone from the beginingafter 3 weeks screen went blank could not use it, I sent it back to the vendor, hope i get my money back...",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Payed for the iphone on October 9th, October 30th was the latest to arrive from arizona to california and as of today (11-6) I'm still waiting.Of course I tracked it and long story short the product was delivered on 10-22 in Nigeria Africa ... What???!!!That's all I can say about the iPhone 3 I pay for a month ago, I'm hoping by the time it gets here it will be the iPhone 5 insteadBtw, Benjamin from amazon customer service has been great help, he's the positive part of this nightmare.Hopely my son gets compensated for all the frustration every day waiting for the postal service guy to show up bringing his phone.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I used it for a long time until my friend sold me his iPhone 4. Now my sister is using my old 3GS. She absolutely loves it. It came in perfect condition and was fast! I still wouldn't trade the 4 for the 3G but I loved the 3G non-the-less.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,i wantto know if this phone is AT&T )) i want to bay it. please understand. thnx thnx thnx thnx thnx,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The phone arrived on time as indicated (That is good !). Phone screen is in good condition so far and the back cover has some scracthes. It is locked, but i have my AT&T SIM ready. As of now, the only thing that trouble me is the missing pin that use to open the SIM slot, the rest of the functions work just fine. I shall try to post more of this phone review, so stay tune.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I bought this phone as being unlocked. It wasn't. I called at&t and they registered my simms card and went to turn it on. Nothing! Why? It needs a simms card with unlocked pin? At&T didn't know what I was talking about? Nice phone to look at. So I'm going to try to take it to the corporate At&t store and then probably to Apple Store. I will give a better review after I drive a hour to these stores. Check out my new review. Didn't have to drive. grreat Phone! clear reception and voice. No problems. Yes I woould recommend this seller 100%,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I'm happy with this phone. I really like the speed delivery of this phone. Finally I have an iPhone I love love using this,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Wish we had purchased 2 of these instead of just one. It has plenty of room to download several movies and shows for the grandchildren.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Phone condition was like new every button works good also arrived in good time,as indicated,I would recommend buying this phone,at this price compared too!!!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"What I said in the beggining: It's brand new as described! I am now getting my unlock code from AT&T. Thank you guys for the lowest price iphone! I would highly recommend this seller and the product to my friends!After 3 months: The iphone still works, but it started to freeze randomly. Sometimes it shutsdown eventhough the battery is at 80 to 100%. It doesn't turn on, no matter what you do. Then somehow, it randomly turns on after 30 to 40 mins. Since I am a technician, I would say it is the case of refurbrished items. It is not the ""brand new"" item as listed. At my best guess, I would say these are the refurbrished items that are left over from carriers such as AT&T and verizon and later sold to third party sellers. CHEAP BUSINESS! I HIGHLY RECOMMEND NOT TO BUY THIS ITEM!!!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I lost my 5G so I had to buy this one to replace it. It's almost as good!! I never used the Seri anyway.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I bought this phone for my daughter, great phone even thought it's an older model, it's GREAT, service was also GREAT",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Not at all as advertised. This was a gift for a friend and She didn't tell Me about the problems until I saw the phone in use out of the box. She didn't want to seem ungrateful. besides the damage to the phone there are some functionality issues. So to anyone out there... check the phone well. power it on.. don't just listen to Amazon if they say ""like new""!!!! No one checks these things out to see if they really work.. they just go on the disclosures of the last owner. If they don't check the phone( and this goes mostly for the 3rd party sellers) then they don't know of any issues... allowing them to sell the phone as ""like new"". Just lettin You know...",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Product was exactly as described. There were no dents. The housing reflected only light wear and tear and the screen itself was flawless. The quality of customer service fell a bit short of 100%. Otherwise, my rating would have another star. From now on, I will stick to purchasing all accessories from the Apple store.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Phone worked great! Only issue was that it wouldn't charge. Something was bent small repair made and it works like a charm,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"This is a great product, it worth its price. The phone can do as much as all of the other iPhones out there.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Works well except for the battery which doesn't hold a charge well. Loses power much more quickly than other 3GS units I've owned. Shuts off with ~15% left. Yes, i calibrate the battery regularly. It doesnt help. Based on its shaky battery life and power quirks, I don't think this phone will be working much longer, so I feel a bit cheated.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,IPhone 3gs is a solid smartphone. It is relatively light and compact. It has a premium feel and it is just beautiful. The battery lasts all day long on reasonably heavy used with screen brightness at 70-80 per cent. Call quality is solid and antenna reception is consistent.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The phone had pretty heavy scratches on the front and back, plus the back part was all cracked! The phone restarts itself all the time and the battery lasts 2 hous top! I bought it from Amazon Warehouse and definitely would NOT buy it again.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I finally decided to get a smart phone and this iPhone 3GS is perfect for me. Has more features than those on the 3 and almost as much as the 4.For a retired person like myself, it is perfect. The iPhone 3GS was brand new and unlocked as stated. I set it up on Consumer Cellular phone and data service and I will be using it in Europe with a European SIM card for phone, # and data there.It works perfectly. Loved it so much we bought another for my spouse!NO DISAPPOINTMENT OR DISSATISFACTION HERE!VERY PLEASED!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I needed to replace my iPhone 3GS since it wouldn't recognize the charger & my computer wouldn't recognize the phone when plugged into it for downloads. This phone is bettter than the one I got from AT&T!!!,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I love it and the price is very good for the iPhone I recomend any body who intrest on it purchase the out any doubt.Manny Depina,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The only thing I wish is that AT&T & Apple would work out a data service, because I cannot use my unlimited data on my new iPhone.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Overall, I changed my mind. While the phone wasn't as described, it's not bad at all. I do still have to clean it up a bit from the adhesive, but it's not a big deal, especially for such a low price. Customer service was excellent. The problem was resolved with a partial refund for it's condition, and I'm happy with that.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,The iPhone 3GS 16gb I bought arrived in good condition and the phone look brand new. This is the trustworthy every person should have when buying a product got my product from ctphone. Gladly to do business and everyone should too. Great value and prices too. Excellent job.-Ashley,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Perfect for beginner iPhone user..Thank you very much.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Works great!!,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,It's pretty good for a old cell.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Amazing and fast...Thank you!!!!!,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I like my Apple iPhone . This make me able to contact my friends in easy and fast way. The thing that I do not like is the sound of coming call that I barely hear the other side even I put the sound on high level. In addition, this cellphone has clear screen and all icons are under my touch. I showed this Apple iPhone to all my friends and they asked me from where I got it. They surprised that how much I saved because I bought it from Amazon.com, Thanks Amazon.com",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The phone never even showed up.The online tracking said that it was supposed to arrive on the 19th, approximately a week or so after I first ordered it.The phone was a gift, so when it never arrived I was forced to go out and buy one myself (which was thankfully about 75% cheaper than this product).Luckily, the company was very apologetic and refunded my money after I reported the package to them.WARNING!!! The manufacturer themselves admitted that it was not the first time the packages had been shipped and suddenly vanished. They said they'd had this issue on multiple occasions. Save your time and money.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I like this phone. It cable a week later, but it works well. It was classified as new, but if came with scratches on the back. Very few, though.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The phone is In like new condition, better than expected. Very nice case ear phones charger and data cable included.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Love apple iphones, I've had 3. bought this one as a gift to bring my parents into the technology era.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"phone works just fine, just don't drop it from any, and i mean any, height without a protective cover on it first. Dropped mine from 1 foot on to tile and the case cracked apart at the front and back seam.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I was so excited to get this phone although right away I had to have it repaired which was $50.00. I did not even have a clue that it would need to be unblocked until I purchased the right stuff to activate the phone and could not use it. So I am very disappointed that I have to spend more money to get it unblocked so in the long run I can only use it now to play games. I will not be buying any other phone at all from Amazon and I have purchased alot of things from this website.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,These phones looked like they were brand new. My granddaughters loved them. Thanks! Plus they came with new chargers and USB connectors.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I didnt want to spend hundreds of dollars on an IOS device for my 13 year old. This iPhone does everything the latest touch will do-almost. If she is responsible enough and can take care of this, then we will move up.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"My wife uses this phone now. Works great,",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"New update- I should have just returned this piece of crap. It no longer functions unless it is plugged in. It turns off constantly from something as simple as I am typing a text and receive a text at the same time. not pictures, just text, and the phone is not loaded up with anything, I don't have games or videos. It is simply a garbage phone. I did not heed the waning signs, I really wanted it to work, but alas, it doesn't.Update - I did not get a chance to change back over to my old cracked phone, but in the meantime I left the new one on a charger for a whole day and now it seems to be working fine. Perhaps they should include an instruction to do this before using the phone (although, I have never had another phone glitch out like that and not want to charge or take a full day to complete one full charge, so it still makes me think twice about keeping it)... For now I am updating my review to 3 stars and keeping the phone because I just don't have the energy to go through another 3rd party seller return. Hopefully I don't regret it...Just received this phone and in the last 24 hours it doesn't seem to get to full charge no matter how long it is plugged in. It has also turned off randomly at least 25 times during use and you turn it back on and it turns off a few more times before staying on for a couple hours, but as soon as it is being used to do anything it glitches and turns off within a few minutes. All I've done is text on it and read a few online articles, I don't even have apps or a ton of stored things, so no reason to glitch like this.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Very happy with the two iPhones we bought!,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"very happy with my purchase, very good quality for that price.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,This item meet my expectation . very good item work properly .Thank you .,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,commend good product,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,yes my costumer was so very satisfy to yhis unit,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I got the iPhone in less than 24 hours ,no original iPhone box was in it ,some scratches on back ,screen perfect iPhone locked to at&t.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"My iPhone works like new. It looks better than the description. Phone was unlocked, and ready to use! I love it. & I got it for a great price!!! I recommend it.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Absolute Value for money and this is what I expected from Amazon !.I received in neat packaging with all necessary accessories required.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"my first 3G came severely discounted with the initial 2yr plan. 8mths later it was stolen. i didnt realize i couldnt purchas another at the same 'discounted' price. it was $3-400 to replace it.i got the identical phone through amazone for $150. i've yet to tell any difference, other than i use my password lock and my ""find my phone"" app...after i was told by AT&T and apple they 'couldnt trace' my original phone without it (which i dont believe). but either way...i'm 'older', not the most techy person, and probably i dont use the phone to its fullest potential, yet. but it serves my purpose thus far, and i have no complaints, yet. seemingly as with most smart phones, its made to be dropped (very slick and sleek) so i HIGHLY suggest purchasing some sort of silicone wrap for ease of grip or some 'hard cover' to protect it from when you drop it. its not a matter of IF, but when. the first one i didnt drop AT ALL for 8mths. i dropped the 2nd one twice in one week...but thankfully it was protected.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"works very well, for the most part, but its unlocked so it took a little effort to get picture messaging to work and after every 5-7 texts or every phone call, I have to turn it off and back on to get signal.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Bought this used locked GSM iPhone 3GS 16GB for two reasons:1. it's sold by trust-worthy Amazon WarehouseDeals2. it's advertised that product was ""From the Manufacturer""Received the phone in excellent shape, well packed, like new, with the latest 5.0 firmware. It came with a new set of genuine Apple earphones with remote and mic, dock connector to USB cable and USB power adapter. Touchscreen and battery seemed to be newly replaced as well!Googled around, selected a company on the internet that claimed to be the No. 1 iPhone unlock service provider; after payment to them, received from them a message claiming that ""software was being developed and would be available soon (without a commitment date when software will be available)"". Since then, I've never been able to get my money back through PayPal!Fortunately, there's a professional independent iPhone repair shop in town (not at&t, T-Mobile or Cincinnati Bell) who could help activate, jailbreak and unlock my phone; the phone works great now! I don't have to purchase a 2-year plan, I can use the best-deal package plan I want from either at&t, T-Mobile or Cincinnati Bell any time. One important note: NEVER update your firmware after the unlock, otherwise, everything will be reset to previous locked configuration!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The phone is nice condition, almost looks new but it is not unlocked! I have not had any luck unlocking it yet, but remain hopeful!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I bought this iphone and discovered that it is LOCKED to AT&TDon't BUY , I am returning it back to Amazon warehouse !!!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Had to order twice, first time I received incorrect product, but customer service was GREAT and handled everything expeditiously....my son loves it!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The iphone 3GS works perfectly with one exception. I purchased this product in ""like new"" condition. There were no scratches or blemishes at all. All the programming works great. My one complaint is the menu button at the bottom. It does not 'click' crisp at all. When you press it it feels like there is something jammed in it below the surface. It's not bad enough to return, but does not earn 5 stars either.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Opened box, charged battery, upgraded to the latest software, off and running. It was the perfect gift to someone who had never had a smart phone before. These 3gs feel great in the hand vs the boxy 4s & 5. Bayshine trading inc. was prompt in delivering and then re-delivering when my sister who was surprised to receive it returned by mistake. Una Stewart",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,love the seller for selling it so cheap bets thing about it it was factory unlocked but what really special what that it had the old bootrom which meant i could have a untethered jailbreak on ios 6.0.1 came with everything except the cables and charger.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,it is great looks brand new but it freezes sometimes and wont charge but that is to be expected.. great!,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Exactly as I expected! No surprises and works/functions like an excellent minimally used mac-buttons cheaper than a new one!,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"It's a bit slow for what it is, nowadays, and most software only barely gets to it. It's somewhat slow, but still fairly powerful. However, be sure that you're getting a factory unlocked phone. Several sellers are selling them as simply iphones, but if you try using a different sim card, it won't work, or it was hacked to allow this. So be sure of what you're getting!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I received this phone a few weeks ago and it has not been good. First when i get it out of the box the ringer/mute switch doesn't work, when the seller claimed it did. Then i find that the phone dies at 50% battery. The seller said they had no problems and it worked great. Well, mine doesn't sound like a very functional phone. I was indifferent about the broken mute/ringer switch, but then to only be able to use it for only 50% battery, is just really unusable as a phone, or even an iPod for that matter. Be careful and ask a lot of questions! Make sure you buy from a trusted seller.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"The iPhone was put on the website in very good condition,butIt was in terrible internally I had to get a new battery and theBattery got so stretched out it bent the motherboard so it shuts on and off randomlyAlso the back of it is melted ffrom the battery and now it doesn't work at all aand he didn't offer to pay the 75 dollarsWorth of work I had put into it or half a refund would be nice",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,This was a gift to my son and he has loved it from the moment he received it. He's currently taking college classes in Cincinnati and it allows him to stay in touch with family and friends.My son loves Apple products and enjoys listening to downloaded music on his new Apple iPhone 3GS and the 16 GB gives him enought space to keep a nice library of music.I would recommand Amazon to everyone that is looking for a replacement or new smart phone,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Very good phone. 16GB a big plus. Would have given a 5-star rating if it wasn't for the slight slow down when running iOS6,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,It's exactly what we expected. Works great and was in the condition it was supposed to be in according to the ad. This item was part of a customer service adjustment from Amazon due to an earlier order problem.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"I bought this phone specially because it was described as UNLOCKED. When I received my phone everything was ok until I put the SIM card, phone didn't work and I had to pay initially US15 to unlock the phone, next day when I tried to download applications I couldn't because the phone was not updated to ISO 4.3 or plus. Then I had to pay US$25 to update the phone to IOS 6.0 and unlock the phone for ever. I contacted the seller and he replied saying how he could help I told him to refund the initial $15 dollars I spent he replied just saying he didn't know how to refund the money and never replied to any of my following emails. In fact the phone was in really good condition but locked I had to pay totally $154 + $40 to repair. No happy with the shopping and the seller",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Unfortunately, this did not turn out to be as good as originally thought.We discovered the phone would not hold a charge beyond a couple of hours, no matter usage time. Apparently the battery was bad, and we didn't want to invest the cost, which we understand is substantial, for having it replaced. Thank goodness for Amazon's excellent return policy.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,I bought this phone for my daughter's birthday and she loves it! She had it activated within 5 minutes after I gave it to her and it's working great!,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Its a very good phone. The applications that comes in it are great. It help me to get organized: the clock with the convinience to set different alarms, the calendar for the appointments, the camera and the application to write notes. Those are my favorites. Another favorite is the ease to download applications like the Bible (daily devotional) and the calorie counter and GPS.My only disappointment was that it came with a crack in the back side of the phone (about an inch of long!). Its not noticeable since I use it with a cover.Otherwise I would have rated it with 5 stars.By the way I was wondering if it would work in Puerto Rico with Net 10 phone service... yes it does!",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,This phone was in excellent condition and it was shipped fast. It was the best deal we could find on the older 3G model and I needed one fast because mine bit the dust.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"Hello this message is for reporting touting an Iphone like new , and received iphone with detached screen, the screen has a line of liquid in the center and on top of that the device turns off after 30 minutes of use and you have to have it connected to the charger it will not fade._________________________Buenos días, el presente mensaje es para informar que promocionaban un Iphone como nuevo y me llegó un iphone con la pantalla despegada, la pantalla tiene una raya de líquido en el centro y aparte de eso el dispositivo se apaga luego de 30 minutos de uso y hay que tenerlo conectado al cargador para que no se apague.",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Works nice. All the buttons work good. I love the side switch where I can just lock it and it turns the volume off instead of going into the settings and taking longer. However it does shut off when there is still half battery life left. And sometimes when I am in the middle of an app/game it shuts off as well. But other then that its nice because its a working phone,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Seems to be as described and in great condition! Arrived on time But without promised case and the sync cord was super cheap but I didn't really buy it for that purpose. The phone is very good and that is certainly what counts!,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Perfect for my husband. He calls and texts and this fits the bill.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,"It said in the description stating that it was in great condition with only a few minor scratches. I understood that and was fine with that. But, what I also got was a battery that is expanding so much that its cracking the phone. The battery is so expanded that it wont keep a charge or even stay powered on. Cant even use the phone",positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Purchased for my niece. She loves the iphone.,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Phone can in good/great condition however u can't use it without a SIM card. I brought it for my son for music n couldn't use it with get caught up in some contact with my carrier. Kinda a waste of money,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Everything that I expected...Thanks Fast Shipping as well...,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,All went well Thanks,positive
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,Love it,positive
Apple iPhone 3GS 16GB (White) - AT&T,Apple,"This was the product description 3.5"" display screen, the iPhone 3GS 16GB smartphone gives you a clear view of all the contents and applications. The Wi-Fi connectivity allows you to chat with friends, view your mails, and surf from almost anywhere. The 3.2MP camera lets you capture your favorite moments with amazing clarity. This iPhone features 600 MHz ARM Cortex A8 processor that lets you easily operate various applications at the same time. The 256MB RAM rapidly processes all your files and data.You cannot connect to wi-fi, you guessed it no Wi-Fi connectivity.The iphone did not come with cables, you guessed it, the customer did not said the item will be missing cables.",positive
Apple iPhone 3GS 16GB (White) - AT&T,Apple,Very cool phone to have for collection,positive
Apple iPhone 3GS 16GB (White) - AT&T,Apple,Phone was in great condition. Works wonderfully. Great to have as a backup phone.,positive
Apple iPhone 3GS 16GB (White) - AT&T,Apple,worked fine till I lost sound had to buy the bottom charging part for 6 bucks good again,positive
Apple iPhone 3GS 16GB (White) - AT&T,Apple,"Love this IPhone ,,, although not the most modern model from apple compared to my old motorola phone I had before this phone is like going from day to night big big difference ,,, is worth every dollar I pay , very very happy with this purchase ..I've heard some criticism here in some comments about the phone not being unlocked !! ,,, no problem ,,, at&t is doing it very easy for people who buy old models iphones to unlock any i phone for free !!! if you buy a new older models or used from business like amazon or you buy it from someone else at&t will , unlocked at no charge ,, I did unlock my purchase for free in the At&t web side if you Iphone is three year old and has no pending contract with at&t and has no history of being stolen or history prematurely canceled contracts from the original owner with at&t this in case you buy a used ) they will unlocked for free !!! ...,,",positive
Apple iPhone 3GS 16GB (White) - AT&T,Apple,"I bought this phone for my daughter, great phone even thought it's an older model, it's GREAT, service was also GREAT",positive
Apple iPhone 3GS 16GB (White) - AT&T,Apple,"I bought this phone for my daughter, great phone even thought it's an older model, it's GREAT, service was also GREAT",positive
